Column1,IN_PERSONAL_ANNO,IN_PERSONAL_MES,VC_PERSONAL_REGIMEN_LABORAL,VC_PERSONAL_CARGO,VC_PERSONAL_DEPENDENCIA,MO_PERSONAL_REMUNERACIONES,MO_PERSONAL_HONORARIOS,MO_PERSONAL_INCENTIVO,MO_PERSONAL_GRATIFICACION,MO_PERSONAL_OTROS_BENEFICIOS,MO_PERSONAL_TOTAL,VC_PERSONAL_OBSERVACIONES,FEC_REG,gender,male,female
559,2019,7,1,PROFESIONAL,OFICINA DE ATENCIÃ“N A LA CIUDADANIA Y GESTIÃ“N DOCUMENTARIA,3500,0,0,0,300,3800,,8/13/2019 5:16:32 PM,male,1,0
560,2019,7,1,PROFESIONAL,DIRECCIÃ“N DE EVALUACIÃ“N DE LOS RECURSOS NATURALES.,6500,0,0,0,300,6800,,8/13/2019 5:16:32 PM,female,0,1
561,2019,7,1,PROFESIONAL,DIRECCIÃ“N GENERAL DE ASUNTOS AMBIENTALES AGRARIOS,7000,0,0,0,300,7300,,8/13/2019 5:16:32 PM,female,0,1
563,2019,7,1,PROFESIONAL,Ã“RGANO DE CONTROL INSTITUCIONAL,7000,0,0,0,300,7300,,8/13/2019 5:16:32 PM,male,1,0
565,2019,7,1,PROFESIONAL,DIRECCIÃ“N GENERAL DE GANADERIA,5000,0,0,0,300,5300,,8/13/2019 5:16:32 PM,female,0,1
566,2019,7,1,PROFESIONAL,DIRECCIÃ“N GENERAL DE GANADERIA,4000,0,0,0,300,4300,,8/13/2019 5:16:32 PM,female,0,1
567,2019,7,1,PROFESIONAL,DIRECCIÃ“N DE GESTIÃ“N AMBIENTAL AGRARIA,7000,0,0,0,300,7300,,8/13/2019 5:16:32 PM,female,0,1
568,2019,7,1,PROFESIONAL,Ã“RGANO DE CONTROL INSTITUCIONAL,7000,0,0,0,300,7300,,8/13/2019 5:16:32 PM,female,0,1
570,2019,7,1,PROFESIONAL,OFICINA GENERAL DE PLANEAMIENTO Y PRESUPUESTO,10000,0,0,0,300,10300,,8/13/2019 5:16:32 PM,female,0,1
571,2019,7,1,PROFESIONAL,DIRECCIÃ“N AGRICOLA,4000,0,0,0,300,4300,,8/13/2019 5:16:32 PM,female,0,1
572,2019,7,1,PROFESIONAL,OFICINA DE COMUNICACIONES E IMAGEN INSTITUCIONAL,6000,0,0,0,300,6300,,8/13/2019 5:16:32 PM,female,0,1
574,2019,7,1,PROFESIONAL,DIRECCIÃ“N GENERAL DE SANEAMIENTO DE LA PROPIEDAD AGRARIA Y CATASTRO RURAL,7500,0,0,0,300,7800,,8/13/2019 5:16:32 PM,female,0,1
576,2019,7,1,PROFESIONAL,OFICINA DE PRESUPUESTO,9000,0,0,0,300,9300,,8/13/2019 5:16:32 PM,male,1,0
577,2019,7,1,PROFESIONAL,OFICINA DE PLANEAMIENTO,3500,0,0,0,300,3800,,8/13/2019 5:16:32 PM,male,1,0
579,2019,7,1,PROFESIONAL,DIRECCIÃ“N GENERAL DE ASUNTOS AMBIENTALES AGRARIOS,7000,0,0,0,300,7300,,8/13/2019 5:16:32 PM,female,0,1
581,2019,7,1,PROFESIONAL,OFICINA DE DESARROLLO ORGANIZACIONAL Y MODERNIZACIÃ“N,6500,0,0,0,300,6800,,8/13/2019 5:16:32 PM,male,1,0
582,2019,7,1,PROFESIONAL,DIRECCIÃ“N GENERAL DE GANADERIA,4000,0,0,0,300,4300,,8/13/2019 5:16:32 PM,male,1,0
583,2019,7,1,PROFESIONAL,OFICINA GENERAL DE GESTIÃ“N DE RECURSOS HUMANOS,8000,0,0,0,300,8300,,8/13/2019 5:16:32 PM,female,0,1
584,2019,7,1,PROFESIONAL,PROCURADURÃA PÃšBLICA,3500,0,0,0,300,3800,,8/13/2019 5:16:32 PM,male,1,0
586,2019,7,1,PROFESIONAL,OFICINA DE PLANEAMIENTO,3500,0,0,0,300,3800,,8/13/2019 5:16:32 PM,male,1,0
589,2019,7,1,PROFESIONAL,DIRECCIÃ“N AGRICOLA,7000,0,0,0,300,7300,,8/13/2019 5:16:32 PM,male,1,0
590,2019,7,1,PROFESIONAL,DIRECCIÃ“N DE SEGUIMIENTO Y EVALUACIÃ“N DE POLÃTICAS,5000,0,0,0,300,5300,,8/13/2019 5:16:32 PM,male,1,0
591,2019,7,1,PROFESIONAL,PROCURADURÃA PÃšBLICA,2000,0,0,0,300,2300,,8/13/2019 5:16:32 PM,female,0,1
593,2019,7,1,PROFESIONAL,DIRECCIÃ“N GENERAL DE GANADERIA,4000,0,0,0,300,4300,,8/13/2019 5:16:32 PM,female,0,1
597,2019,7,1,PROFESIONAL,DIRECCIÃ“N GENERAL AGRICOLA,4000,0,0,0,300,4300,,8/13/2019 5:16:32 PM,female,0,1
598,2019,7,1,PROFESIONAL,Ã“RGANO DE CONTROL INSTITUCIONAL,5000,0,0,0,300,5300,,8/13/2019 5:16:32 PM,female,0,1
599,2019,7,1,PROFESIONAL,DIRECCIÃ“N DE SEGUIMIENTO Y EVALUACIÃ“N DE POLÃTICAS,4500,0,0,0,300,4800,,8/13/2019 5:16:32 PM,female,0,1
601,2019,7,1,PROFESIONAL,DIRECCIÃ“N GENERAL DE GANADERIA,5000,0,0,0,300,5300,,8/13/2019 5:16:32 PM,female,0,1
602,2019,7,1,PROFESIONAL,DIRECCIÃ“N GENERAL DE GANADERIA,4000,0,0,0,300,4300,,8/13/2019 5:16:32 PM,female,0,1
607,2019,7,1,PROFESIONAL,DIRECCIÃ“N GENERAL DE ASUNTOS AMBIENTALES AGRARIOS,7000,0,0,0,300,7300,,8/13/2019 5:16:32 PM,female,0,1
608,2019,7,1,PROFESIONAL,DIRECCIÃ“N GENERAL DE ASUNTOS AMBIENTALES AGRARIOS,7000,0,0,0,300,7300,,8/13/2019 5:16:32 PM,male,1,0
610,2019,7,1,PROFESIONAL,DIRECCIÃ“N GENERAL DE ASUNTOS AMBIENTALES AGRARIOS,7000,0,0,0,300,7300,,8/13/2019 5:16:32 PM,female,0,1
611,2019,7,1,PROFESIONAL,OFICINA DE ATENCIÃ“N A LA CIUDADANIA Y GESTIÃ“N DOCUMENTARIA,2500,0,0,0,300,2800,,8/13/2019 5:16:32 PM,male,1,0
612,2019,7,1,PROFESIONAL,DIRECCIÃ“N GENERAL DE ASUNTOS AMBIENTALES AGRARIOS,9000,0,0,0,300,9300,,8/13/2019 5:16:32 PM,female,0,1
629,2019,7,1,PROFESIONAL,Ã“RGANO DE CONTROL INSTITUCIONAL,9000,0,0,0,300,9300,,8/13/2019 5:16:32 PM,female,0,1
634,2019,7,1,PROFESIONAL,OFICINA GENERAL DE GESTIÃ“N DE RECURSOS HUMANOS,12000,0,0,0,0,12000,,8/13/2019 5:16:32 PM,female,0,1
635,2019,7,1,PROFESIONAL,DIRECCIÃ“N GENERAL DE ASUNTOS AMBIENTALES AGRARIOS,5000,0,0,0,0,5000,,8/13/2019 5:16:32 PM,female,0,1
636,2019,7,1,PROFESIONAL,DIRECCIÃ“N GENERAL DE ASUNTOS AMBIENTALES AGRARIOS,7000,0,0,0,0,7000,,8/13/2019 5:16:32 PM,female,0,1
640,2019,7,1,PROFESIONAL,OFICINA GENERAL DE GESTIÃ“N DE RECURSOS HUMANOS,12000,0,0,0,0,12000,,8/13/2019 5:16:32 PM,male,1,0
642,2019,7,1,PROFESIONAL,OFICINA DE COOPERACIÃ“N INTERNACIONAL,7000,0,0,0,0,7000,,8/13/2019 5:16:32 PM,male,1,0
643,2019,7,1,PROFESIONAL,Ã“RGANO DE CONTROL INSTITUCIONAL,5000,0,0,0,0,5000,,8/13/2019 5:16:32 PM,female,0,1
644,2019,7,1,PROFESIONAL,OFICINA DE PROGRAMACIÃ“N MULTIANUAL DE INVERSIONES,10000,0,0,0,0,10000,,8/13/2019 5:16:32 PM,female,0,1
645,2019,7,1,PROFESIONAL,OFICINA DE PLANEAMIENTO,9000,0,0,0,0,9000,,8/13/2019 5:16:32 PM,male,1,0
646,2019,7,1,PROFESIONAL,Ã“RGANO DE CONTROL INSTITUCIONAL,7000,0,0,0,0,7000,,8/13/2019 5:16:32 PM,female,0,1
647,2019,7,1,PROFESIONAL,OFICINA DE COMUNICACIONES E IMAGEN INSTITUCIONAL,3000,0,0,0,0,3000,,8/13/2019 5:16:32 PM,male,1,0
648,2019,7,1,PROFESIONAL,OFICINA DE PROGRAMACIÃ“N MULTIANUAL DE INVERSIONES,11000,0,0,0,0,11000,,8/13/2019 5:16:32 PM,female,0,1
649,2019,7,1,PROFESIONAL,OFICINA DE COMUNICACIONES E IMAGEN INSTITUCIONAL,4500,0,0,0,0,4500,,8/13/2019 5:16:32 PM,female,0,1
650,2019,7,1,PROFESIONAL,OFICINA DE PROGRAMACIÃ“N MULTIANUAL DE INVERSIONES,9000,0,0,0,0,9000,,8/13/2019 5:16:32 PM,female,0,1
651,2019,7,1,PROFESIONAL,DIRECCIÃ“N GENERAL DE ASUNTOS AMBIENTALES AGRARIOS,9000,0,0,0,0,9000,,8/13/2019 5:16:32 PM,female,0,1
652,2019,7,1,PROFESIONAL,DIRECCIÃ“N GENERAL DE ASUNTOS AMBIENTALES AGRARIOS,7000,0,0,0,0,7000,,8/13/2019 5:16:32 PM,female,0,1
653,2019,7,1,PROFESIONAL,DIRECCIÃ“N GENERAL DE ASUNTOS AMBIENTALES AGRARIOS,9000,0,0,0,0,9000,,8/13/2019 5:16:32 PM,female,0,1
882,2019,7,2,PROGRAMADOR DE SISTEMA PAD III,OFICINA GENERAL DE ADMINISTRACIÃ“N,530.7,0,2783,300,0,3314.03,NINGUNA,8/14/2019 10:09:16 AM,female,0,1
705,2019,7,2,PROGRAMADOR DE SISTEMA PAD. III,DIRECCIÃ“N DE ESTUDIOS ECONÃ“MICOS E INFORMACIÃ“N AGRARIA,549.75,0,2783,300,0,3333.08,NINGUNA,8/14/2019 10:09:16 AM,female,0,1
849,2019,7,2,PROGRAMADOR DE SISTEMA PAD. III,DIRECCIÃ“N DE ESTADÃSTICA AGRARIA,546.74,0,2783,300,0,3330.07,NINGUNA,8/14/2019 10:09:16 AM,female,0,1
875,2019,7,2,PROGRAMADOR DE SISTEMA PAD. III,OFICINA DE LA TECNOLOGIA DE LA INFORMACION,549.74,0,2783,300,0,3333.07,NINGUNA,8/14/2019 10:09:16 AM,female,0,1
685,2019,7,2,SECRETARIA II,DIRECCION GENERAL DE SEGUIMIENTO Y EVALUACION,515.1,0,2783,300,0,3298.43,NINGUNA,8/14/2019 10:09:16 AM,female,0,1
708,2019,7,2,SECRETARIA II,OFICINA DE ATENCIÃ“N A LA CIUDADANIA Y GESTIÃ“N DOCUMENTARIA,542.64,0,2783,300,0,3325.97,NINGUNA,8/14/2019 10:09:16 AM,female,0,1
796,2019,7,2,SECRETARIA II,DIRECCION GENERAL DE ADMINISTRACION,522.9,0,2783,300,0,3306.23,NINGUNA,8/14/2019 10:09:16 AM,female,0,1
838,2019,7,2,SECRETARIA II,DIRECCIÃ“N GENERAL DE INFRAESTRUCTURA AGRARIA Y RIEGO,549.74,0,2783,300,0,3333.07,NINGUNA,8/14/2019 10:09:16 AM,female,0,1
930,2019,7,3,SECRETARIA II,DIRECCION DE EVALUACION DE RECURSOS NATURALES,2000,0,0,2180,0,2000,NINGUNA,8/14/2019 10:11:52 AM,female,0,1
879,2019,7,2,SECRETARIA III,OFICINA DE DESARROLLO ORGANIZACIONAL Y MODERNIZACIÃ“N,545.64,0,2783,300,0,3328.97,NINGUNA,8/14/2019 10:09:16 AM,female,0,1
934,2019,7,3,SECRETARIA IV,DIRECCIÃ“N DE GESTIÃ“N AMBIENTAL AGRARIA,2000,0,0,2180,0,2000,NINGUNA,8/14/2019 10:11:52 AM,female,0,1
935,2019,7,3,SECRETARIA IV,DIRECCIÃ“N GENERAL DE ASUNTOS AMBIENTALES AGRARIOS,2093,0,0,2281,0,2093,NINGUNA,8/14/2019 10:11:52 AM,male,1,0
680,2019,7,2,SECRETARIA. III,DIRECCIÃ“N DE GESTIÃ“N DEL RIESGO Y DEL DIALOGO,541.93,0,2783,300,0,3325.26,NINGUNA,8/14/2019 10:09:16 AM,female,0,1
690,2019,7,2,SECRETARIA. III,DIRECCIÃ“N GENERAL DE NEGOCIOS AGRARIOS,507.29,0,2783,300,0,3290.62,NINGUNA,8/14/2019 10:09:16 AM,male,1,0
712,2019,7,2,SECRETARIA. III,DIRECCIÃ“N DE ESTADÃSTICA AGRARIA,541.94,0,2783,300,0,3325.27,NINGUNA,8/14/2019 10:09:16 AM,female,0,1
740,2019,7,2,SECRETARIA. III,OFICINA DE TECNOLOGÃA DE LA INFORMACIÃ“N,527.7,0,2783,300,0,3311.03,NINGUNA,8/14/2019 10:09:16 AM,male,1,0
744,2019,7,2,SECRETARIA. III,OFICINA GENERAL DE GESTIÃ“N DE RECURSOS HUMANOS,522.9,0,2783,300,0,3306.23,NINGUNA,8/14/2019 10:09:16 AM,female,0,1
747,2019,7,2,SECRETARIA. III,OFICINA DE ATENCIÃ“N A LA CIUDADANIA Y GESTIÃ“N DOCUMENTARIA,530.7,0,2783,300,0,3314.03,NINGUNA,8/14/2019 10:09:16 AM,female,0,1
788,2019,7,2,SECRETARIA. III,OFICINA DE ABASTECIMIENTO Y PATRIMONIO,530.7,0,2783,300,0,3314.03,NINGUNA,8/14/2019 10:09:16 AM,female,0,1
790,2019,7,2,SECRETARIA. III,DIRECCIÃ“N GENERAL DE POLÃTICAS AGRARIAS,591.99,0,2783,300,0,3375.32,NINGUNA,8/14/2019 10:09:16 AM,female,0,1
805,2019,7,2,SECRETARIA. III,DIRECCIÃ“N DE GESTIÃ“N DEL RIESGO Y DEL DIALOGO,528.43,0,2583,300,0,3111.76,NINGUNA,8/14/2019 10:09:16 AM,female,0,1
830,2019,7,2,SECRETARIA. III,DIRECCIÃ“N GENERAL DE ARTICULACIÃ“N INTERGUBERNAMENTAL,530.7,0,2783,300,0,3314.03,NINGUNA,8/14/2019 10:09:16 AM,male,1,0
837,2019,7,2,SECRETARIA. III,OFICINA GENERAL DE PLANEAMIENTO Y PRESUPUESTO,545.64,0,2783,300,0,3328.97,NINGUNA,8/14/2019 10:09:16 AM,female,0,1
840,2019,7,2,SECRETARIA. III,SECRETARÃA GENERAL,526.74,0,2783,300,0,3310.07,NINGUNA,8/14/2019 10:09:16 AM,female,0,1
871,2019,7,2,SECRETARIA. III,OFICINA DE CONTABILIDAD,0,0,2783,300,0,2783.33,DESCANSO MEDICO,8/14/2019 10:09:16 AM,female,0,1
877,2019,7,2,SECRETARIA. III,DIRECCIÃ“N DE NEGOCIOS PECUARIOS,530.7,0,2783,300,0,3314.03,NINGUNA,8/14/2019 10:09:16 AM,female,0,1
886,2019,7,2,SECRETARIA. III,OFICINA DE ABASTECIMIENTO Y PATRIMONIO,325.59,0,1670,0,0,1995.59,NINGUNA,8/14/2019 10:09:16 AM,female,0,1
911,2019,7,3,SECRETARIA. III,DIRECCIÃ“N GENERAL DE INFRAESTRUCTURA AGRARIA Y RIEGO,2472.32,0,0,2695,0,2472.32,NINGUNA,8/14/2019 10:11:52 AM,male,1,0
916,2019,7,3,SECRETARIA. III,DIRECCIÃ“N DE EVALUACIÃ“N DE LOS RECURSOS NATURALES.,2093,0,0,2281,0,2093,NINGUNA,8/14/2019 10:11:52 AM,female,0,1
919,2019,7,3,SECRETARIA. III,DIRECCION DE GESTION AMBIENTAL AGRARIA,2000,0,0,2180,0,2000,NINGUNA,8/14/2019 10:11:52 AM,female,0,1
755,2019,7,2,SECRETARIA. IV,DIRECCIÃ“N GENERAL DE ARTICULACIÃ“N INTERGUBERNAMENTAL,527.7,0,2783,300,0,3311.03,NINGUNA,8/14/2019 10:09:16 AM,female,0,1
765,2019,7,2,SECRETARIA. IV,Ã“RGANO DE CONTROL INSTITUCIONAL,546.74,0,2783,300,0,3330.07,NINGUNA,8/14/2019 10:09:16 AM,female,0,1
797,2019,7,2,SECRETARIA. IV,DIRECCIÃ“N GENERAL DE SEGUIMIENTO Y EVALUACION DE POLITICAS,545.64,0,2783,300,0,3328.97,NINGUNA,8/14/2019 10:09:16 AM,female,0,1
829,2019,7,2,SECRETARIA. IV,OFICINA GENERAL DE PLANEAMIENTO Y PRESUPUESTO,540.34,0,2783,300,0,3323.67,NINGUNA,8/14/2019 10:09:16 AM,female,0,1
914,2019,7,3,SECRETARIA. IV,DIRECCIÃ“N GENERAL DE INFRAESTRUCTURA AGRARIA Y RIEGO,0,0,0,0,0,0,LICENCIA SIN GOCE,8/14/2019 10:11:52 AM,female,0,1
924,2019,7,3,SECRETARIA. IV,DIRECCIÃ“N GENERAL DE ASUNTOS AMBIENTALES AGRARIOS,2000,0,0,2180,0,2000,NINGUNA,8/14/2019 10:11:52 AM,male,1,0
940,2019,7,3,SECRETARIA. IV,DIRECCIÃ“N GENERAL DE ASUNTOS AMBIENTALES AGRARIOS,2093,0,0,2281,0,2093,NINGUNA,8/14/2019 10:11:52 AM,female,0,1
947,2019,7,7,SECRETARIO GENERAL,SECRETARÃA GENERAL,25000,0,0,14861,0,39861.11,NINGUNA,8/14/2019 10:15:08 AM,female,0,1
774,2019,7,2,TEC. ADM. III,OFICINA DE TESORERÃA,318.42,0,1670,300,0,1988.42,NINGUNA,8/14/2019 10:09:16 AM,male,1,0
770,2019,7,2,TEC. ADMINISTRATIVO. II,OFICINA GENERAL DE GESTIÃ“N DE RECURSOS HUMANOS,515.1,0,2783,300,0,3298.43,NINGUNA,8/14/2019 10:09:16 AM,male,1,0
864,2019,7,2,TEC. ADMINISTRATIVO. II,OFICINA DE ABASTECIMIENTO Y PATRIMONIO,530.7,0,2783,300,0,3314.03,NINGUNA,8/14/2019 10:09:16 AM,male,1,0
913,2019,7,3,TEC. ADMINISTRATIVO. II,DIRECCION GENERAL DE ASUNTOS AMBIENTALES,2000,0,0,2180,0,2000,NINGUNA,8/14/2019 10:11:52 AM,female,0,1
709,2019,7,2,TEC. ADMINISTRATIVO. III,DIRECCIÃ“N DE ESTADÃSTICA AGRARIA,530.7,0,2783,300,0,3314.03,NINGUNA,8/14/2019 10:09:16 AM,male,1,0
926,2019,7,3,TEC. ADMINISTRATIVO. III,DIRECCIÃ“N GENERAL DE INFRAESTRUCTURA AGRARIA Y RIEGO,2181.21,0,0,2378,0,2181.21,NINGUNA,8/14/2019 10:11:52 AM,female,0,1
674,2019,7,2,TEC. EN ESTADISTICA AGRARIA I,DIRECCIÃ“N DE ESTADÃSTICA AGRARIA,531.54,0,2783,300,0,3314.87,NINGUNA,8/14/2019 10:09:16 AM,female,0,1
801,2019,7,2,TEC. EN ESTADISTICA AGRARIA I,DIRECCIÃ“N DE ESTADÃSTICA AGRARIA,515.1,0,2783,300,0,3298.43,NINGUNA,8/14/2019 10:09:16 AM,male,1,0
888,2019,7,2,TEC. EN ESTADISTICA AGRARIA I,DIRECCIÃ“N DE ESTUDIOS ECONÃ“MICOS E INFORMACIÃ“N AGRARIA,530.7,0,2783,300,0,3314.03,NINGUNA,8/14/2019 10:09:16 AM,female,0,1
659,2019,7,2,TEC. EN ESTADISTICA AGRARIA II,DIRECCIÃ“N DE ESTADÃSTICA AGRARIA,621.48,0,2783,300,0,3404.81,NINGUNA,8/14/2019 10:09:16 AM,male,1,0
703,2019,7,2,TEC. EN ESTADISTICA AGRARIA II,DIRECCIÃ“N DE ESTADÃSTICA AGRARIA,527.7,0,2783,300,0,3311.03,NINGUNA,8/14/2019 10:09:16 AM,female,0,1
793,2019,7,2,TEC. EN ESTADISTICA AGRARIA II,DIRECCIÃ“N DE ESTADÃSTICA AGRARIA,530.7,0,2783,300,0,3314.03,NINGUNA,8/14/2019 10:09:16 AM,female,0,1
800,2019,7,2,TEC. EN ESTADISTICA AGRARIA II,DIRECCIÃ“N DE ESTADÃSTICA AGRARIA,507.29,0,2783,300,0,3290.62,NINGUNA,8/14/2019 10:09:16 AM,male,1,0
817,2019,7,2,TEC. EN ESTADISTICA AGRARIA II,DIRECCIÃ“N DE ESTADÃSTICA AGRARIA,530.7,0,2783,300,0,3314.03,NINGUNA,8/14/2019 10:09:16 AM,male,1,0
863,2019,7,2,TEC. EN ESTADISTICA AGRARIA II,DIRECCIÃ“N DE ESTADÃSTICA AGRARIA,542.64,0,2783,300,0,3325.97,NINGUNA,8/14/2019 10:09:16 AM,female,0,1
872,2019,7,2,TEC. EN ESTADISTICA AGRARIA II,DIRECCIÃ“N DE ESTADÃSTICA AGRARIA,546.75,0,2783,300,0,3330.08,NINGUNA,8/14/2019 10:09:16 AM,female,0,1
878,2019,7,2,TEC. EN ESTADISTICA AGRARIA II,DIRECCIÃ“N DE ESTADÃSTICA AGRARIA,530.7,0,2783,300,0,3314.03,NINGUNA,8/14/2019 10:09:16 AM,male,1,0
881,2019,7,2,TEC. EN ESTADISTICA AGRARIA II,DIRECCIÃ“N DE ESTUDIOS ECONÃ“MICOS E INFORMACIÃ“N AGRARIA,549.75,0,2783,300,0,3333.08,NINGUNA,8/14/2019 10:09:16 AM,male,1,0
804,2019,7,2,TEC. EN FINANZAS II,OFICINA DE TESORERÃA,545.64,0,0,300,0,545.64,DESTACADA A OTRA ENTIDAD,8/14/2019 10:09:16 AM,female,0,1
813,2019,7,2,TEC. EN FINANZAS II,OFICINA DE CONTABILIDAD,545.64,0,2783,300,0,3328.97,NINGUNA,8/14/2019 10:09:16 AM,female,0,1
818,2019,7,2,TEC. EN FINANZAS II,OFICINA GENERAL DE GESTIÃ“N DE RECURSOS HUMANOS,545.64,0,2783,300,0,3328.97,NINGUNA,8/14/2019 10:09:16 AM,female,0,1
918,2019,7,3,TEC. EN PROCESAMIENTO DE IMAGENES I,DIRECCIÃ“N DE EVALUACIÃ“N DE LOS RECURSOS NATURALES.,2093,0,0,2281,0,2093,NINGUNA,8/14/2019 10:11:52 AM,male,1,0
920,2019,7,3,TEC. EN PROCESAMIENTO DE IMAGENES I,DIRECCION DE EVALUACION DE RECURSOS NATURALES,1500,0,0,1635,0,1500,NINGUNA,8/14/2019 10:11:52 AM,male,1,0
927,2019,7,3,TEC. EN PROCESAMIENTO DE IMAGENES I,DIRECCIÃ“N DE EVALUACIÃ“N DE LOS RECURSOS NATURALES.,2093,0,0,2281,0,2093,NINGUNA,8/14/2019 10:11:52 AM,male,1,0
929,2019,7,3,TEC. EN PROCESAMIENTO DE IMAGENES II,DIRECCIÃ“N DE EVALUACIÃ“N DE LOS RECURSOS NATURALES.,2000,0,0,2180,0,2000,NINGUNA,8/14/2019 10:11:52 AM,male,1,0
811,2019,7,2,TEC. EN SEGURIDAD I,OFICINA DE ABASTECIMIENTO Y PATRIMONIO,530.7,0,2783,300,0,3314.03,NINGUNA,8/14/2019 10:09:16 AM,male,1,0
20,2019,7,1,TECNICO,DIRECCIÃ“N GENERAL AGRICOLA,5000,0,0,0,300,5300,,8/13/2019 5:16:32 PM,male,1,0
22,2019,7,1,TECNICO,DIRECCIÃ“N DE ESTADÃSTICA AGRARIA,5000,0,0,0,300,5300,,8/13/2019 5:16:32 PM,male,1,0
30,2019,7,1,TECNICO,OFICINA DE ATENCIÃ“N A LA CIUDADANIA Y GESTIÃ“N DOCUMENTARIA,3000,0,0,0,300,3300,,8/13/2019 5:16:32 PM,male,1,0
36,2019,7,1,TECNICO,OFICINA DE TESORERÃA,3000,0,0,0,300,3300,,8/13/2019 5:16:32 PM,female,0,1
37,2019,7,1,TECNICO,OFICINA GENERAL DE GESTIÃ“N DE RECURSOS HUMANOS,3500,0,0,0,300,3800,,8/13/2019 5:16:32 PM,male,1,0
39,2019,7,1,TECNICO,DIRECCIÃ“N DE ESTADÃSTICA AGRARIA,2400,0,0,0,300,2700,,8/13/2019 5:16:32 PM,male,1,0
42,2019,7,1,TECNICO,DIRECCIÃ“N GENERAL DE ASUNTOS AMBIENTALES AGRARIOS,2700,0,0,0,300,3000,,8/13/2019 5:16:32 PM,female,0,1
51,2019,7,1,TECNICO,DIRECCIÃ“N DE GESTIÃ“N AMBIENTAL AGRARIA,2700,0,0,0,300,3000,,8/13/2019 5:16:32 PM,male,1,0
52,2019,7,1,TECNICO,DIRECCIÃ“N DE ESTADÃSTICA AGRARIA,2000,0,0,0,300,2300,,8/13/2019 5:16:32 PM,male,1,0
64,2019,7,1,TECNICO,OFICINA DE ABASTECIMIENTO Y PATRIMONIO,3500,0,0,0,300,3800,,8/13/2019 5:16:32 PM,female,0,1
66,2019,7,1,TECNICO,DIRECCIÃ“N AGRICOLA,3400,0,0,0,300,3700,,8/13/2019 5:16:32 PM,female,0,1
68,2019,7,1,TECNICO,OFICINA DE PRESUPUESTO,6000,0,0,0,300,6300,,8/13/2019 5:16:32 PM,male,1,0
69,2019,7,1,TECNICO,OFICINA DE TECNOLOGÃA DE LA INFORMACIÃ“N,3000,0,0,0,300,3300,,8/13/2019 5:16:32 PM,female,0,1
72,2019,7,1,TECNICO,OFICINA DE ABASTECIMIENTO Y PATRIMONIO,3000,0,0,0,300,3300,,8/13/2019 5:16:32 PM,male,1,0
74,2019,7,1,TECNICO,OFICINA DE ATENCIÃ“N A LA CIUDADANIA Y GESTIÃ“N DOCUMENTARIA,3000,0,0,0,300,3300,,8/13/2019 5:16:32 PM,male,1,0
75,2019,7,1,TECNICO,OFICINA DE ABASTECIMIENTO Y PATRIMONIO,4000,0,0,0,300,4300,,8/13/2019 5:16:32 PM,male,1,0
76,2019,7,1,TECNICO,DIRECCIÃ“N DE ESTADÃSTICA AGRARIA,3000,0,0,0,300,3300,,8/13/2019 5:16:32 PM,male,1,0
79,2019,7,1,TECNICO,DIRECCIÃ“N GENERAL DE ARTICULACIÃ“N INTERGUBERNAMENTAL,3500,0,0,0,300,3800,,8/13/2019 5:16:32 PM,female,0,1
80,2019,7,1,TECNICO,SECRETARÃA GENERAL,7000,0,0,0,300,7300,,8/13/2019 5:16:32 PM,female,0,1
83,2019,7,1,TECNICO,OFICINA DE ABASTECIMIENTO Y PATRIMONIO,3306.33,0,0,0,300,3606.33,,8/13/2019 5:16:32 PM,male,1,0
86,2019,7,1,TECNICO,DIRECCIÃ“N GENERAL DE ARTICULACIÃ“N INTERGUBERNAMENTAL,3500,0,0,0,300,3800,,8/13/2019 5:16:32 PM,female,0,1
87,2019,7,1,TECNICO,OFICINA DE TECNOLOGÃA DE LA INFORMACIÃ“N,3500,0,0,0,300,3800,,8/13/2019 5:16:32 PM,male,1,0
89,2019,7,1,TECNICO,DIRECCIÃ“N DE ESTADÃSTICA AGRARIA,2500,0,0,0,300,2800,,8/13/2019 5:16:32 PM,male,1,0
96,2019,7,1,TECNICO,OFICINA GENERAL DE GESTIÃ“N DE RECURSOS HUMANOS,3200,0,0,0,300,3500,,8/13/2019 5:16:32 PM,male,1,0
97,2019,7,1,TECNICO,DIRECCIÃ“N DE ESTUDIOS ECONÃ“MICOS E INFORMACIÃ“N AGRARIA,4000,0,0,0,300,4300,,8/13/2019 5:16:32 PM,female,0,1
98,2019,7,1,TECNICO,OFICINA DE TECNOLOGÃA DE LA INFORMACIÃ“N,5500,0,0,0,300,5800,,8/13/2019 5:16:32 PM,male,1,0
108,2019,7,1,TECNICO,DESPACHO VICEMINISTERIAL DE POLÃTICAS AGRARIAS,6600,0,0,0,300,6900,,8/13/2019 5:16:32 PM,female,0,1
109,2019,7,1,TECNICO,OFICINA GENERAL DE PLANEAMIENTO Y PRESUPUESTO,4500,0,0,0,300,4800,,8/13/2019 5:16:32 PM,female,0,1
110,2019,7,1,TECNICO,OFICINA DE COMUNICACIONES E IMAGEN INSTITUCIONAL,4000,0,0,0,300,4300,,8/13/2019 5:16:32 PM,male,1,0
111,2019,7,1,TECNICO,OFICINA DE TECNOLOGÃA DE LA INFORMACIÃ“N,4000,0,0,0,300,4300,,8/13/2019 5:16:32 PM,male,1,0
